index,Season,ID,overs,BattingTeam,total_run,isWicketDelivery,BowlingTeam
34749,2022,1304073,18,Delhi Capitals,7,1,Royal Challengers Bangalore
34750,2022,1304073,18,Royal Challengers Bangalore,12,0,Delhi Capitals
34751,2022,1304073,19,Delhi Capitals,10,0,Royal Challengers Bangalore
34752,2022,1304073,19,Royal Challengers Bangalore,17,0,Delhi Capitals
34753,2022,1304074,0,Punjab Kings,6,0,Sunrisers Hyderabad
34754,2022,1304074,0,Sunrisers Hyderabad,6,0,Punjab Kings
34755,2022,1304074,1,Punjab Kings,2,0,Sunrisers Hyderabad
34756,2022,1304074,1,Sunrisers Hyderabad,2,0,Punjab Kings
34757,2022,1304074,2,Punjab Kings,5,1,Sunrisers Hyderabad
34758,2022,1304074,2,Sunrisers Hyderabad,6,0,Punjab Kings
34759,2022,1304074,3,Punjab Kings,10,0,Sunrisers Hyderabad
34760,2022,1304074,3,Sunrisers Hyderabad,8,1,Punjab Kings
34761,2022,1304074,4,Punjab Kings,10,1,Sunrisers Hyderabad
34762,2022,1304074,4,Sunrisers Hyderabad,11,0,Punjab Kings
34763,2022,1304074,5,Punjab Kings,15,0,Sunrisers Hyderabad
34764,2022,1304074,5,Sunrisers Hyderabad,6,0,Punjab Kings
34765,2022,1304074,6,Punjab Kings,3,1,Sunrisers Hyderabad
34766,2022,1304074,6,Sunrisers Hyderabad,14,0,Punjab Kings
34767,2022,1304074,7,Punjab Kings,10,1,Sunrisers Hyderabad
34768,2022,1304074,7,Sunrisers Hyderabad,8,0,Punjab Kings
34769,2022,1304074,8,Punjab Kings,1,0,Sunrisers Hyderabad
34770,2022,1304074,8,Sunrisers Hyderabad,3,1,Punjab Kings
34771,2022,1304074,9,Punjab Kings,8,0,Sunrisers Hyderabad
34772,2022,1304074,9,Sunrisers Hyderabad,10,0,Punjab Kings
34773,2022,1304074,10,Punjab Kings,8,0,Sunrisers Hyderabad
34774,2022,1304074,10,Sunrisers Hyderabad,6,1,Punjab Kings
34775,2022,1304074,11,Punjab Kings,10,0,Sunrisers Hyderabad
34776,2022,1304074,11,Sunrisers Hyderabad,8,0,Punjab Kings
34777,2022,1304074,12,Punjab Kings,16,0,Sunrisers Hyderabad
34778,2022,1304074,12,Sunrisers Hyderabad,9,0,Punjab Kings
34779,2022,1304074,13,Punjab Kings,10,0,Sunrisers Hyderabad
34780,2022,1304074,13,Sunrisers Hyderabad,9,0,Punjab Kings
34781,2022,1304074,14,Punjab Kings,8,0,Sunrisers Hyderabad
34782,2022,1304074,14,Sunrisers Hyderabad,5,0,Punjab Kings
34783,2022,1304074,15,Punjab Kings,10,0,Sunrisers Hyderabad
34784,2022,1304074,15,Sunrisers Hyderabad,10,0,Punjab Kings
34785,2022,1304074,16,Punjab Kings,2,1,Sunrisers Hyderabad
34786,2022,1304074,16,Sunrisers Hyderabad,10,0,Punjab Kings
34787,2022,1304074,17,Punjab Kings,8,0,Sunrisers Hyderabad
34788,2022,1304074,17,Sunrisers Hyderabad,8,0,Punjab Kings
34789,2022,1304074,18,Punjab Kings,9,1,Sunrisers Hyderabad
34790,2022,1304074,18,Sunrisers Hyderabad,13,0,Punjab Kings
34791,2022,1304074,19,Punjab Kings,0,4,Sunrisers Hyderabad
34792,2022,1304075,0,Chennai Super Kings,3,0,Gujarat Titans
34793,2022,1304075,0,Gujarat Titans,1,1,Chennai Super Kings
34794,2022,1304075,1,Chennai Super Kings,4,0,Gujarat Titans
34795,2022,1304075,1,Gujarat Titans,4,1,Chennai Super Kings
34796,2022,1304075,2,Chennai Super Kings,9,1,Gujarat Titans
34797,2022,1304075,2,Gujarat Titans,9,0,Chennai Super Kings
34798,2022,1304075,3,Chennai Super Kings,11,0,Gujarat Titans
34799,2022,1304075,3,Gujarat Titans,2,1,Chennai Super Kings
34800,2022,1304075,4,Chennai Super Kings,4,0,Gujarat Titans
34801,2022,1304075,4,Gujarat Titans,9,0,Chennai Super Kings
34802,2022,1304075,5,Chennai Super Kings,8,1,Gujarat Titans
34803,2022,1304075,5,Gujarat Titans,12,0,Chennai Super Kings
34804,2022,1304075,6,Chennai Super Kings,7,0,Gujarat Titans
34805,2022,1304075,6,Gujarat Titans,8,0,Chennai Super Kings
34806,2022,1304075,7,Chennai Super Kings,5,0,Gujarat Titans
34807,2022,1304075,7,Gujarat Titans,3,1,Chennai Super Kings
34808,2022,1304075,8,Chennai Super Kings,8,0,Gujarat Titans
34809,2022,1304075,8,Gujarat Titans,7,0,Chennai Super Kings
34810,2022,1304075,9,Chennai Super Kings,7,0,Gujarat Titans
34811,2022,1304075,9,Gujarat Titans,3,0,Chennai Super Kings
34812,2022,1304075,10,Chennai Super Kings,15,0,Gujarat Titans
34813,2022,1304075,10,Gujarat Titans,10,0,Chennai Super Kings
34814,2022,1304075,11,Chennai Super Kings,19,0,Gujarat Titans
34815,2022,1304075,11,Gujarat Titans,19,0,Chennai Super Kings
34816,2022,1304075,12,Chennai Super Kings,13,0,Gujarat Titans
34817,2022,1304075,12,Gujarat Titans,0,1,Chennai Super Kings
34818,2022,1304075,13,Chennai Super Kings,11,0,Gujarat Titans
34819,2022,1304075,13,Gujarat Titans,12,0,Chennai Super Kings
34820,2022,1304075,14,Chennai Super Kings,1,1,Gujarat Titans
34821,2022,1304075,14,Gujarat Titans,9,0,Chennai Super Kings
34822,2022,1304075,15,Chennai Super Kings,4,0,Gujarat Titans
34823,2022,1304075,15,Gujarat Titans,10,0,Chennai Super Kings
34824,2022,1304075,16,Chennai Super Kings,6,1,Gujarat Titans
34825,2022,1304075,16,Gujarat Titans,4,0,Chennai Super Kings
34826,2022,1304075,17,Chennai Super Kings,10,0,Gujarat Titans
34827,2022,1304075,17,Gujarat Titans,25,0,Chennai Super Kings
34828,2022,1304075,18,Chennai Super Kings,6,0,Gujarat Titans
34829,2022,1304075,18,Gujarat Titans,10,2,Chennai Super Kings
34830,2022,1304075,19,Chennai Super Kings,18,1,Gujarat Titans
34831,2022,1304075,19,Gujarat Titans,13,0,Chennai Super Kings
34832,2022,1304076,0,Kolkata Knight Riders,9,1,Rajasthan Royals
34833,2022,1304076,0,Rajasthan Royals,2,0,Kolkata Knight Riders
34834,2022,1304076,1,Kolkata Knight Riders,10,0,Rajasthan Royals
34835,2022,1304076,1,Rajasthan Royals,7,0,Kolkata Knight Riders
34836,2022,1304076,2,Kolkata Knight Riders,8,0,Rajasthan Royals
34837,2022,1304076,2,Rajasthan Royals,16,0,Kolkata Knight Riders
34838,2022,1304076,3,Kolkata Knight Riders,4,0,Rajasthan Royals
34839,2022,1304076,3,Rajasthan Royals,15,0,Kolkata Knight Riders
34840,2022,1304076,4,Kolkata Knight Riders,12,0,Rajasthan Royals
34841,2022,1304076,4,Rajasthan Royals,9,0,Kolkata Knight Riders
34842,2022,1304076,5,Kolkata Knight Riders,14,0,Rajasthan Royals
34843,2022,1304076,5,Rajasthan Royals,11,0,Kolkata Knight Riders
34844,2022,1304076,6,Kolkata Knight Riders,17,0,Rajasthan Royals
34845,2022,1304076,6,Rajasthan Royals,14,0,Kolkata Knight Riders
34846,2022,1304076,7,Kolkata Knight Riders,19,0,Rajasthan Royals
34847,2022,1304076,7,Rajasthan Royals,3,0,Kolkata Knight Riders
34848,2022,1304076,8,Kolkata Knight Riders,14,1,Rajasthan Royals
34849,2022,1304076,8,Rajasthan Royals,13,0,Kolkata Knight Riders
34850,2022,1304076,9,Kolkata Knight Riders,9,0,Rajasthan Royals
34851,2022,1304076,9,Rajasthan Royals,9,1,Kolkata Knight Riders
34852,2022,1304076,10,Kolkata Knight Riders,7,0,Rajasthan Royals
34853,2022,1304076,10,Rajasthan Royals,13,0,Kolkata Knight Riders
34854,2022,1304076,11,Kolkata Knight Riders,11,0,Rajasthan Royals
34855,2022,1304076,11,Rajasthan Royals,8,0,Kolkata Knight Riders
34856,2022,1304076,12,Kolkata Knight Riders,14,1,Rajasthan Royals
34857,2022,1304076,12,Rajasthan Royals,13,0,Kolkata Knight Riders
34858,2022,1304076,13,Kolkata Knight Riders,4,1,Rajasthan Royals
34859,2022,1304076,13,Rajasthan Royals,15,0,Kolkata Knight Riders
34860,2022,1304076,14,Kolkata Knight Riders,15,0,Rajasthan Royals
34861,2022,1304076,14,Rajasthan Royals,15,0,Kolkata Knight Riders
34862,2022,1304076,15,Kolkata Knight Riders,11,0,Rajasthan Royals
34863,2022,1304076,15,Rajasthan Royals,11,1,Kolkata Knight Riders
34864,2022,1304076,16,Kolkata Knight Riders,2,4,Rajasthan Royals
34865,2022,1304076,16,Rajasthan Royals,15,1,Kolkata Knight Riders
34866,2022,1304076,17,Kolkata Knight Riders,20,0,Rajasthan Royals
34867,2022,1304076,17,Rajasthan Royals,5,1,Kolkata Knight Riders
34868,2022,1304076,18,Kolkata Knight Riders,7,0,Rajasthan Royals
34869,2022,1304076,18,Rajasthan Royals,5,1,Kolkata Knight Riders
34870,2022,1304076,19,Kolkata Knight Riders,3,2,Rajasthan Royals
34871,2022,1304076,19,Rajasthan Royals,18,0,Kolkata Knight Riders
34872,2022,1304077,0,Lucknow Super Giants,9,0,Royal Challengers Bangalore
34873,2022,1304077,0,Royal Challengers Bangalore,7,2,Lucknow Super Giants
34874,2022,1304077,1,Lucknow Super Giants,5,0,Royal Challengers Bangalore
34875,2022,1304077,1,Royal Challengers Bangalore,3,0,Lucknow Super Giants
34876,2022,1304077,2,Lucknow Super Giants,3,1,Royal Challengers Bangalore
34877,2022,1304077,2,Royal Challengers Bangalore,19,0,Lucknow Super Giants
34878,2022,1304077,3,Lucknow Super Giants,7,0,Royal Challengers Bangalore
34879,2022,1304077,3,Royal Challengers Bangalore,7,0,Lucknow Super Giants
34880,2022,1304077,4,Lucknow Super Giants,9,1,Royal Challengers Bangalore
34881,2022,1304077,4,Royal Challengers Bangalore,7,0,Lucknow Super Giants
34882,2022,1304077,5,Lucknow Super Giants,11,0,Royal Challengers Bangalore
34883,2022,1304077,5,Royal Challengers Bangalore,4,1,Lucknow Super Giants
34884,2022,1304077,6,Lucknow Super Giants,6,0,Royal Challengers Bangalore
34885,2022,1304077,6,Royal Challengers Bangalore,15,0,Lucknow Super Giants
34886,2022,1304077,7,Lucknow Super Giants,14,1,Royal Challengers Bangalore
34887,2022,1304077,7,Royal Challengers Bangalore,3,1,Lucknow Super Giants
34888,2022,1304077,8,Lucknow Super Giants,8,0,Royal Challengers Bangalore
34889,2022,1304077,8,Royal Challengers Bangalore,14,0,Lucknow Super Giants
34890,2022,1304077,9,Lucknow Super Giants,11,0,Royal Challengers Bangalore
34891,2022,1304077,9,Royal Challengers Bangalore,8,0,Lucknow Super Giants
34892,2022,1304077,10,Lucknow Super Giants,5,0,Royal Challengers Bangalore
34893,2022,1304077,10,Royal Challengers Bangalore,5,0,Lucknow Super Giants
34894,2022,1304077,11,Lucknow Super Giants,11,0,Royal Challengers Bangalore
34895,2022,1304077,11,Royal Challengers Bangalore,8,0,Lucknow Super Giants
34896,2022,1304077,12,Lucknow Super Giants,5,1,Royal Challengers Bangalore
34897,2022,1304077,12,Royal Challengers Bangalore,7,0,Lucknow Super Giants
34898,2022,1304077,13,Lucknow Super Giants,6,1,Royal Challengers Bangalore
34899,2022,1304077,13,Royal Challengers Bangalore,10,0,Lucknow Super Giants
34900,2022,1304077,14,Lucknow Super Giants,7,0,Royal Challengers Bangalore
34901,2022,1304077,14,Royal Challengers Bangalore,13,0,Lucknow Super Giants
34902,2022,1304077,15,Lucknow Super Giants,11,0,Royal Challengers Bangalore
34903,2022,1304077,15,Royal Challengers Bangalore,10,1,Lucknow Super Giants
34904,2022,1304077,16,Lucknow Super Giants,10,1,Royal Challengers Bangalore
34905,2022,1304077,16,Royal Challengers Bangalore,10,0,Lucknow Super Giants
34906,2022,1304077,17,Lucknow Super Giants,10,0,Royal Challengers Bangalore
34907,2022,1304077,17,Royal Challengers Bangalore,14,0,Lucknow Super Giants
34908,2022,1304077,18,Lucknow Super Giants,3,1,Royal Challengers Bangalore
34909,2022,1304077,18,Royal Challengers Bangalore,13,0,Lucknow Super Giants
34910,2022,1304077,19,Lucknow Super Giants,12,1,Royal Challengers Bangalore
34911,2022,1304077,19,Royal Challengers Bangalore,4,1,Lucknow Super Giants
34912,2022,1304078,0,Delhi Capitals,14,0,Punjab Kings
34913,2022,1304078,0,Punjab Kings,7,0,Delhi Capitals
34914,2022,1304078,1,Delhi Capitals,12,0,Punjab Kings
34915,2022,1304078,1,Punjab Kings,6,0,Delhi Capitals
34916,2022,1304078,2,Delhi Capitals,17,0,Punjab Kings
34917,2022,1304078,2,Punjab Kings,14,0,Delhi Capitals
34918,2022,1304078,3,Delhi Capitals,15,0,Punjab Kings
34919,2022,1304078,3,Punjab Kings,6,1,Delhi Capitals
34920,2022,1304078,4,Delhi Capitals,17,0,Punjab Kings
34921,2022,1304078,4,Punjab Kings,11,1,Delhi Capitals
34922,2022,1304078,5,Delhi Capitals,6,0,Punjab Kings
34923,2022,1304078,5,Punjab Kings,3,1,Delhi Capitals
34924,2022,1304078,6,Delhi Capitals,3,1,Punjab Kings
34925,2022,1304078,6,Punjab Kings,7,1,Delhi Capitals
34926,2022,1304078,7,Delhi Capitals,8,0,Punjab Kings
34927,2022,1304078,7,Punjab Kings,9,0,Delhi Capitals
34928,2022,1304078,8,Delhi Capitals,12,0,Punjab Kings
34929,2022,1304078,8,Punjab Kings,6,0,Delhi Capitals
34930,2022,1304078,9,Delhi Capitals,9,0,Punjab Kings
34931,2022,1304078,9,Punjab Kings,8,0,Delhi Capitals
34932,2022,1304078,10,Delhi Capitals,6,0,Punjab Kings
34933,2022,1304078,10,Punjab Kings,4,0,Delhi Capitals
34934,2022,1304078,11,Punjab Kings,4,0,Delhi Capitals
34935,2022,1304078,12,Punjab Kings,2,1,Delhi Capitals
34936,2022,1304078,13,Punjab Kings,3,2,Delhi Capitals
34937,2022,1304078,14,Punjab Kings,6,1,Delhi Capitals
34938,2022,1304078,15,Punjab Kings,1,0,Delhi Capitals
34939,2022,1304078,16,Punjab Kings,7,0,Delhi Capitals
34940,2022,1304078,17,Punjab Kings,5,1,Delhi Capitals
34941,2022,1304078,18,Punjab Kings,2,0,Delhi Capitals
34942,2022,1304078,19,Punjab Kings,4,1,Delhi Capitals
34943,2022,1304079,0,Chennai Super Kings,9,1,Mumbai Indians
34944,2022,1304079,0,Mumbai Indians,6,2,Chennai Super Kings
34945,2022,1304079,1,Chennai Super Kings,6,0,Mumbai Indians
34946,2022,1304079,1,Mumbai Indians,8,0,Chennai Super Kings
34947,2022,1304079,2,Chennai Super Kings,7,1,Mumbai Indians
34948,2022,1304079,2,Mumbai Indians,9,1,Chennai Super Kings
34949,2022,1304079,3,Chennai Super Kings,7,0,Mumbai Indians
34950,2022,1304079,3,Mumbai Indians,4,0,Chennai Super Kings
34951,2022,1304079,4,Chennai Super Kings,9,0,Mumbai Indians
34952,2022,1304079,4,Mumbai Indians,4,0,Chennai Super Kings
34953,2022,1304079,5,Chennai Super Kings,8,0,Mumbai Indians
34954,2022,1304079,5,Mumbai Indians,11,0,Chennai Super Kings
34955,2022,1304079,6,Chennai Super Kings,2,0,Mumbai Indians
34956,2022,1304079,6,Mumbai Indians,4,0,Chennai Super Kings
34957,2022,1304079,7,Chennai Super Kings,9,0,Mumbai Indians
34958,2022,1304079,7,Mumbai Indians,3,1,Chennai Super Kings
34959,2022,1304079,8,Chennai Super Kings,9,1,Mumbai Indians
34960,2022,1304079,8,Mumbai Indians,3,0,Chennai Super Kings
34961,2022,1304079,9,Chennai Super Kings,2,0,Mumbai Indians
34962,2022,1304079,9,Mumbai Indians,4,0,Chennai Super Kings
34963,2022,1304079,10,Chennai Super Kings,9,0,Mumbai Indians
34964,2022,1304079,10,Mumbai Indians,13,0,Chennai Super Kings
34965,2022,1304079,11,Chennai Super Kings,2,0,Mumbai Indians
34966,2022,1304079,11,Mumbai Indians,5,0,Chennai Super Kings
34967,2022,1304079,12,Chennai Super Kings,9,1,Mumbai Indians
34968,2022,1304079,12,Mumbai Indians,10,0,Chennai Super Kings
34969,2022,1304079,13,Chennai Super Kings,10,0,Mumbai Indians
34970,2022,1304079,13,Mumbai Indians,5,1,Chennai Super Kings
34971,2022,1304079,14,Chennai Super Kings,5,1,Mumbai Indians
34972,2022,1304079,14,Mumbai Indians,11,0,Chennai Super Kings
34973,2022,1304079,15,Chennai Super Kings,5,1,Mumbai Indians
34974,2022,1304079,15,Mumbai Indians,10,0,Chennai Super Kings
34975,2022,1304079,16,Chennai Super Kings,6,0,Mumbai Indians
34976,2022,1304079,16,Mumbai Indians,9,1,Chennai Super Kings
34977,2022,1304079,17,Chennai Super Kings,14,0,Mumbai Indians
34978,2022,1304079,17,Mumbai Indians,7,1,Chennai Super Kings
34979,2022,1304079,18,Chennai Super Kings,11,0,Mumbai Indians
34980,2022,1304079,18,Mumbai Indians,13,0,Chennai Super Kings
34981,2022,1304079,19,Chennai Super Kings,17,1,Mumbai Indians
34982,2022,1304079,19,Mumbai Indians,16,0,Chennai Super Kings
34983,2022,1304080,0,Delhi Capitals,8,0,Rajasthan Royals
34984,2022,1304080,0,Rajasthan Royals,8,0,Delhi Capitals
34985,2022,1304080,1,Delhi Capitals,6,0,Rajasthan Royals
34986,2022,1304080,1,Rajasthan Royals,1,0,Delhi Capitals
34987,2022,1304080,2,Delhi Capitals,11,0,Rajasthan Royals
34988,2022,1304080,2,Rajasthan Royals,3,0,Delhi Capitals
34989,2022,1304080,3,Delhi Capitals,10,0,Rajasthan Royals
34990,2022,1304080,3,Rajasthan Royals,14,0,Delhi Capitals
34991,2022,1304080,4,Delhi Capitals,13,1,Rajasthan Royals
34992,2022,1304080,4,Rajasthan Royals,3,0,Delhi Capitals
34993,2022,1304080,5,Delhi Capitals,7,1,Rajasthan Royals
34994,2022,1304080,5,Rajasthan Royals,15,0,Delhi Capitals
34995,2022,1304080,6,Delhi Capitals,5,0,Rajasthan Royals
34996,2022,1304080,6,Rajasthan Royals,7,0,Delhi Capitals
34997,2022,1304080,7,Delhi Capitals,9,0,Rajasthan Royals
34998,2022,1304080,7,Rajasthan Royals,12,0,Delhi Capitals
34999,2022,1304080,8,Delhi Capitals,26,0,Rajasthan Royals
35000,2022,1304080,8,Rajasthan Royals,15,0,Delhi Capitals
35001,2022,1304080,9,Delhi Capitals,4,1,Rajasthan Royals
35002,2022,1304080,9,Rajasthan Royals,9,0,Delhi Capitals
35003,2022,1304080,10,Delhi Capitals,22,0,Rajasthan Royals
35004,2022,1304080,10,Rajasthan Royals,17,0,Delhi Capitals
35005,2022,1304080,11,Delhi Capitals,3,1,Rajasthan Royals
35006,2022,1304080,11,Rajasthan Royals,6,0,Delhi Capitals
35007,2022,1304080,12,Delhi Capitals,3,1,Rajasthan Royals
35008,2022,1304080,12,Rajasthan Royals,18,0,Delhi Capitals
35009,2022,1304080,13,Delhi Capitals,12,0,Rajasthan Royals
35010,2022,1304080,13,Rajasthan Royals,9,0,Delhi Capitals
35011,2022,1304080,14,Delhi Capitals,10,0,Rajasthan Royals
35012,2022,1304080,14,Rajasthan Royals,18,0,Delhi Capitals
35013,2022,1304080,15,Delhi Capitals,13,1,Rajasthan Royals
35014,2022,1304080,15,Rajasthan Royals,3,1,Delhi Capitals
35015,2022,1304080,16,Delhi Capitals,10,0,Rajasthan Royals
35016,2022,1304080,16,Rajasthan Royals,9,0,Delhi Capitals
35017,2022,1304080,17,Delhi Capitals,15,0,Rajasthan Royals
35018,2022,1304080,17,Rajasthan Royals,21,0,Delhi Capitals
35019,2022,1304080,18,Delhi Capitals,0,1,Rajasthan Royals
35020,2022,1304080,18,Rajasthan Royals,14,1,Delhi Capitals
35021,2022,1304080,19,Delhi Capitals,20,1,Rajasthan Royals
35022,2022,1304080,19,Rajasthan Royals,20,0,Delhi Capitals
35023,2022,1304081,0,Gujarat Titans,8,0,Kolkata Knight Riders
35024,2022,1304081,0,Kolkata Knight Riders,5,1,Gujarat Titans
35025,2022,1304081,1,Gujarat Titans,11,1,Kolkata Knight Riders
35026,2022,1304081,1,Kolkata Knight Riders,5,0,Gujarat Titans
35027,2022,1304081,2,Gujarat Titans,12,0,Kolkata Knight Riders
35028,2022,1304081,2,Kolkata Knight Riders,1,1,Gujarat Titans
35029,2022,1304081,3,Gujarat Titans,6,0,Kolkata Knight Riders
35030,2022,1304081,3,Kolkata Knight Riders,5,0,Gujarat Titans
35031,2022,1304081,4,Gujarat Titans,6,0,Kolkata Knight Riders
35032,2022,1304081,4,Kolkata Knight Riders,8,1,Gujarat Titans
35033,2022,1304081,5,Gujarat Titans,4,0,Kolkata Knight Riders
35034,2022,1304081,5,Kolkata Knight Riders,10,0,Gujarat Titans
35035,2022,1304081,6,Gujarat Titans,14,0,Kolkata Knight Riders
35036,2022,1304081,6,Kolkata Knight Riders,7,1,Gujarat Titans
35037,2022,1304081,7,Gujarat Titans,8,0,Kolkata Knight Riders
35038,2022,1304081,7,Kolkata Knight Riders,9,0,Gujarat Titans
35039,2022,1304081,8,Gujarat Titans,4,0,Kolkata Knight Riders
35040,2022,1304081,8,Kolkata Knight Riders,7,0,Gujarat Titans
35041,2022,1304081,9,Gujarat Titans,5,0,Kolkata Knight Riders
35042,2022,1304081,9,Kolkata Knight Riders,6,0,Gujarat Titans
35043,2022,1304081,10,Gujarat Titans,8,1,Kolkata Knight Riders
35044,2022,1304081,10,Kolkata Knight Riders,9,0,Gujarat Titans
35045,2022,1304081,11,Gujarat Titans,10,0,Kolkata Knight Riders
35046,2022,1304081,11,Kolkata Knight Riders,7,0,Gujarat Titans
35047,2022,1304081,12,Gujarat Titans,6,0,Kolkata Knight Riders
35048,2022,1304081,12,Kolkata Knight Riders,19,1,Gujarat Titans
35049,2022,1304081,13,Gujarat Titans,12,0,Kolkata Knight Riders
35050,2022,1304081,13,Kolkata Knight Riders,1,1,Gujarat Titans
35051,2022,1304081,14,Gujarat Titans,13,0,Kolkata Knight Riders
35052,2022,1304081,14,Kolkata Knight Riders,8,0,Gujarat Titans
35053,2022,1304081,15,Gujarat Titans,5,0,Kolkata Knight Riders
35054,2022,1304081,15,Kolkata Knight Riders,5,1,Gujarat Titans
35055,2022,1304081,16,Gujarat Titans,5,1,Kolkata Knight Riders
35056,2022,1304081,16,Kolkata Knight Riders,8,0,Gujarat Titans
35057,2022,1304081,17,Gujarat Titans,3,2,Kolkata Knight Riders
35058,2022,1304081,17,Kolkata Knight Riders,8,0,Gujarat Titans
35059,2022,1304081,18,Gujarat Titans,11,0,Kolkata Knight Riders
35060,2022,1304081,18,Kolkata Knight Riders,11,0,Gujarat Titans
35061,2022,1304081,19,Gujarat Titans,5,4,Kolkata Knight Riders
35062,2022,1304081,19,Kolkata Knight Riders,9,1,Gujarat Titans
35063,2022,1304082,0,Royal Challengers Bangalore,5,0,Sunrisers Hyderabad
35064,2022,1304082,0,Sunrisers Hyderabad,2,0,Royal Challengers Bangalore
35065,2022,1304082,1,Royal Challengers Bangalore,3,3,Sunrisers Hyderabad
35066,2022,1304082,1,Sunrisers Hyderabad,8,0,Royal Challengers Bangalore
35067,2022,1304082,2,Royal Challengers Bangalore,3,0,Sunrisers Hyderabad
35068,2022,1304082,2,Sunrisers Hyderabad,13,0,Royal Challengers Bangalore
35069,2022,1304082,3,Royal Challengers Bangalore,9,0,Sunrisers Hyderabad
35070,2022,1304082,3,Sunrisers Hyderabad,10,0,Royal Challengers Bangalore
35071,2022,1304082,4,Royal Challengers Bangalore,5,1,Sunrisers Hyderabad
35072,2022,1304082,4,Sunrisers Hyderabad,9,0,Royal Challengers Bangalore
35073,2022,1304082,5,Royal Challengers Bangalore,6,0,Sunrisers Hyderabad
35074,2022,1304082,5,Sunrisers Hyderabad,14,0,Royal Challengers Bangalore
35075,2022,1304082,6,Royal Challengers Bangalore,6,0,Sunrisers Hyderabad
35076,2022,1304082,6,Sunrisers Hyderabad,7,0,Royal Challengers Bangalore
35077,2022,1304082,7,Royal Challengers Bangalore,8,0,Sunrisers Hyderabad
35078,2022,1304082,7,Sunrisers Hyderabad,9,1,Royal Challengers Bangalore
35079,2022,1304082,8,Royal Challengers Bangalore,2,2,Sunrisers Hyderabad
35080,2022,1304082,9,Royal Challengers Bangalore,2,1,Sunrisers Hyderabad
35081,2022,1304082,10,Royal Challengers Bangalore,4,0,Sunrisers Hyderabad
35082,2022,1304082,11,Royal Challengers Bangalore,2,0,Sunrisers Hyderabad
35083,2022,1304082,12,Royal Challengers Bangalore,2,1,Sunrisers Hyderabad
35084,2022,1304082,13,Royal Challengers Bangalore,1,0,Sunrisers Hyderabad
35085,2022,1304082,14,Royal Challengers Bangalore,7,0,Sunrisers Hyderabad
35086,2022,1304082,15,Royal Challengers Bangalore,3,1,Sunrisers Hyderabad
35087,2022,1304082,16,Royal Challengers Bangalore,0,1,Sunrisers Hyderabad
35088,2022,1304083,0,Lucknow Super Giants,2,0,Mumbai Indians
35089,2022,1304083,0,Mumbai Indians,11,0,Lucknow Super Giants
35090,2022,1304083,1,Lucknow Super Giants,4,0,Mumbai Indians
35091,2022,1304083,1,Mumbai Indians,1,0,Lucknow Super Giants
35092,2022,1304083,2,Lucknow Super Giants,14,0,Mumbai Indians
35093,2022,1304083,2,Mumbai Indians,6,0,Lucknow Super Giants
35094,2022,1304083,3,Lucknow Super Giants,7,1,Mumbai Indians
35095,2022,1304083,3,Mumbai Indians,5,0,Lucknow Super Giants
35096,2022,1304083,4,Lucknow Super Giants,2,0,Mumbai Indians
35097,2022,1304083,4,Mumbai Indians,8,0,Lucknow Super Giants
35098,2022,1304083,5,Lucknow Super Giants,3,0,Mumbai Indians
35099,2022,1304083,5,Mumbai Indians,12,0,Lucknow Super Giants
35100,2022,1304083,6,Lucknow Super Giants,6,0,Mumbai Indians
35101,2022,1304083,6,Mumbai Indians,6,0,Lucknow Super Giants
35102,2022,1304083,7,Lucknow Super Giants,7,0,Mumbai Indians
35103,2022,1304083,7,Mumbai Indians,5,1,Lucknow Super Giants
35104,2022,1304083,8,Lucknow Super Giants,10,0,Mumbai Indians
35105,2022,1304083,8,Mumbai Indians,2,1,Lucknow Super Giants
35106,2022,1304083,9,Lucknow Super Giants,17,0,Mumbai Indians
35107,2022,1304083,9,Mumbai Indians,3,1,Lucknow Super Giants
35108,2022,1304083,10,Lucknow Super Giants,10,0,Mumbai Indians
35109,2022,1304083,10,Mumbai Indians,7,0,Lucknow Super Giants
35110,2022,1304083,11,Lucknow Super Giants,3,1,Mumbai Indians
35111,2022,1304083,11,Mumbai Indians,6,1,Lucknow Super Giants
35112,2022,1304083,12,Lucknow Super Giants,18,1,Mumbai Indians
35113,2022,1304083,12,Mumbai Indians,5,0,Lucknow Super Giants
35114,2022,1304083,13,Lucknow Super Giants,5,1,Mumbai Indians
35115,2022,1304083,13,Mumbai Indians,16,0,Lucknow Super Giants
35116,2022,1304083,14,Lucknow Super Giants,8,0,Mumbai Indians
35117,2022,1304083,14,Mumbai Indians,5,0,Lucknow Super Giants
35118,2022,1304083,15,Lucknow Super Giants,10,1,Mumbai Indians
35119,2022,1304083,15,Mumbai Indians,12,0,Lucknow Super Giants
35120,2022,1304083,16,Lucknow Super Giants,10,0,Mumbai Indians
35121,2022,1304083,16,Mumbai Indians,9,0,Lucknow Super Giants
35122,2022,1304083,17,Lucknow Super Giants,15,0,Mumbai Indians
35123,2022,1304083,17,Mumbai Indians,6,1,Lucknow Super Giants
35124,2022,1304083,18,Lucknow Super Giants,4,0,Mumbai Indians
35125,2022,1304083,18,Mumbai Indians,5,0,Lucknow Super Giants
35126,2022,1304083,19,Lucknow Super Giants,13,1,Mumbai Indians
35127,2022,1304083,19,Mumbai Indians,2,3,Lucknow Super Giants
35128,2022,1304084,0,Chennai Super Kings,10,0,Punjab Kings
